BJD - 2454833, Corrected Flux
1998.634374737, 0.999273934,
1998.716102090, 0.998968255,
1998.736533953, 0.998848978,
1998.756965915, 0.999105508,
1998.777397677, 0.999167064,
1998.797829539, 0.999258411,
1998.818261500, 0.999191870,
1998.838693261, 0.998985046,
1998.859125122, 0.999128773,
1998.879557083, 0.999146375,
1998.899988943, 0.999182690,
1998.920420803, 0.999437459,
1998.940852663, 0.999342959,
1998.961284522, 0.999095684,
1998.981716382, 0.999085139,
1999.002148240, 0.999165202,
1999.022580099, 0.999019144,
1999.043012058, 0.999375964,
1999.063443815, 0.999377729,
1999.083875673, 0.999266763,
1999.104307531, 0.999355392,
1999.124739388, 0.999402566,
1999.186034958, 0.999375703,
1999.206466714, 0.999197307,
1999.226898670, 0.999365437,
1999.247330525, 0.999266593,
1999.267762480, 0.999130061,
1999.288194235, 0.999240551,
1999.308626090, 0.999331777,
1999.329058045, 0.999377825,
1999.349489799, 0.999342937,
1999.369921653, 0.999374601,
1999.390353606, 0.999406502,
1999.410785459, 0.999122238,
1999.431217212, 0.999392112,
1999.451649165, 0.999337075,
1999.472081017, 0.999418540,
1999.492512770, 0.999502503,
1999.512944721, 0.999288426,
1999.533376573, 0.999207191,
1999.553808325, 0.999167189,
1999.574240276, 0.999310761,
1999.594672126, 0.999472513,
1999.676399627, 0.999659948,
1999.696831376, 0.999548675,
1999.717263225, 0.999383134,
1999.737695174, 0.999346730,
1999.758126922, 0.999435220,
1999.778558771, 0.999638699,
1999.798990719, 0.999528015,
1999.819422467, 0.999813367,
1999.839854314, 0.999536964,
1999.860286161, 0.999480280,
1999.921581701, 0.999956277,
1999.942013547, 0.999637288,
1999.962445393, 0.999667944,
1999.982877339, 0.999707976,
2000.003309084, 0.999774772,
2000.023741029, 0.999762544,
2000.044172874, 0.999676665,
2000.064604618, 0.999642152,
2000.085036562, 0.999783521,
2000.105468406, 0.999765655,
2000.125900150, 0.999686228,
2000.146332093, 0.999600520,
2000.166763936, 0.999745404,
2000.187195679, 0.999872519,
2000.207627622, 0.999737185,
2000.228059464, 0.999623505,
2000.248491306, 0.999809865,
2000.268923148, 0.999935218,
2000.289354989, 0.999943161,
2000.309786830, 1.000061463,
2000.330218671, 0.999987856,
2000.411946032, 0.999751279,
2000.432377972, 0.999789852,
2000.452809811, 0.999897332,
2000.473241550, 0.999482213,
2000.493673489, 0.998741333,
2000.514105328, 0.998417741,
2000.534537066, 0.998603042,
2000.554969004, 0.998693669,
2000.575400841, 0.999290551,
2000.595832579, 0.999891272,
2000.636696253, 0.999879678,
2000.657128089, 0.999877509,
2000.677560026, 0.999930547,
2000.697991762, 0.999807718,
2000.718423598, 0.999794239,
2000.738855533, 0.999916079,
2000.759287269, 1.000008930,
2000.779719204, 1.000078321,
2000.800151038, 0.999915941,
2000.820582873, 0.999833888,
2000.841014707, 0.999728377,
2000.861446541, 0.999675308,
2000.881878375, 0.999886983,
2000.902310208, 0.999810744,
2000.984037539, 1.000008807,
2001.004469371, 0.999785162,
2001.024901303, 0.999823149,
2001.045333035, 1.000055835,
2001.065764866, 0.999825542,
2001.086196797, 0.999951275,
2001.147492289, 1.000019338,
2001.167924019, 1.000047026,
2001.188355949, 1.000043848,
2001.208787778, 1.000121981,
2001.229219608, 0.999818055,
2001.249651436, 1.000151708,
2001.270083165, 1.000035465,
2001.290515094, 1.000077673,
2001.310946922, 1.000238457,
2001.331378750, 1.000073843,
2001.351810477, 0.999850885,
2001.372242405, 0.999898388,
2001.392674232, 1.000023965,
2001.413105959, 1.000084309,
2001.433537885, 1.000108892,
2001.453969712, 1.000010055,
2001.474401438, 1.000033628,
2001.494833364, 1.000148714,
2001.515265189, 1.000203933,
2001.535697115, 1.000149771,
2001.556128840, 0.999854524,
2001.576560665, 1.000061945,
2001.637856137, 1.000365538,
2001.658288061, 1.000297109,
2001.678719785, 1.000202790,
2001.699151608, 1.000185154,
2001.719583531, 1.000168756,
2001.740015254, 1.000342117,
2001.760447076, 1.000184606,
2001.780878998, 1.000233173,
2001.801310820, 1.000173206,
2001.821742542, 1.000344412,
2001.842174464, 1.000337043,
2001.862606285, 1.000080494,
2001.883038206, 1.000358841,
2001.903469926, 1.000274634,
2001.923901747, 1.000425690,
2001.944333667, 1.000235678,
2001.964765387, 1.000194966,
2001.985197207, 1.000296341,
2002.005629026, 1.000479777,
2002.026060845, 1.000419922,
2002.046492664, 1.000425486,
2002.066924483, 1.000477415,
2002.148651755, 1.000474850,
2002.169083573, 1.000647814,
2002.189515390, 1.000289015,
2002.209947207, 1.000448324,
2002.230379123, 1.000561984,
2002.250810840, 1.000598113,
2002.271242656, 1.000488187,
2002.291674572, 1.000390717,
2002.312106387, 1.000519055,
2002.332538103, 1.000514298,
2002.352970018, 1.000490217,
2002.373401833, 1.000589045,
2002.393833548, 1.000499713,
2002.414265462, 1.000644691,
2002.434697276, 1.000462088,
2002.455128990, 1.000760092,
2002.475560904, 1.000678971,
2002.495992717, 1.000731727,
2002.516424430, 1.000746030,
2002.536856343, 1.000680733,
2002.557288156, 1.000901456,
2002.639015504, 1.000633539,
2002.659447215, 1.000611861,
2002.679879026, 1.000766687,
2002.700310937, 1.000409472,
2002.720742648, 1.000332552,
2002.741174458, 1.000579450,
2002.761606268, 1.000443378,
2002.782038078, 1.000581959,
2002.802469888, 1.000608005,
2002.822901798, 1.000622776,
2002.843333507, 1.000504863,
2002.863765315, 1.000587937,
2002.884197224, 1.000554295,
2002.904628933, 1.000476718,
2002.925060741, 1.000714654,
2002.945492649, 1.000733309,
2002.965924357, 1.000833442,
2002.986356264, 1.000378030,
2003.006788071, 1.000407802,
2003.108947104, 1.000613948,
2003.129378910, 1.000735146,
2003.149810715, 1.000751771,
2003.170242520, 1.000718325,
2003.190674325, 1.000676777,
2003.211106130, 1.000763800,
2003.231537935, 1.000808619,
2003.251969739, 1.000693070,
2003.272401543, 1.000515097,
2003.292833447, 1.000590923,
2003.313265150, 1.000641189,
2003.333697054, 1.000506511,
2003.354128857, 1.000481605,
2003.374560560, 1.000691412,
2003.394992462, 1.000488710,
2003.415424265, 1.000654756,
2003.435855967, 1.000669927,
2003.456287869, 1.000568527,
2003.476719570, 1.000626725,
2003.497151372, 1.000607911,
2003.517583273, 1.000518579,
2003.599310375, 1.000778130,
2003.619742175, 1.000876813,
2003.640174075, 1.000891919,
2003.660605874, 1.000752185,
2003.681037674, 1.000811716,
2003.701469473, 1.000575627,
2003.721901272, 1.000596722,
2003.742333070, 1.000660379,
2003.762764868, 1.000854661,
2003.783196666, 1.000748782,
2003.803628564, 1.000894071,
2003.824060262, 1.000645026,
2003.844492059, 1.000670211,
2003.864923956, 1.000128801,
2003.885355653, 1.000070374,
2003.905787450, 1.000000865,
2003.926219346, 0.999922953,
2003.946651043, 0.999922876,
2003.967082839, 0.999973408,
2004.007946430, 1.000693013,
2004.028378325, 1.000844819,
2004.089673709, 1.000811824,
2004.110105504, 1.000818456,
2004.130537298, 1.000979079,
2004.150969091, 1.000788336,
2004.171400885, 1.000775337,
2004.191832679, 1.000856177,
2004.212264472, 1.001030567,
2004.232696265, 1.000925221,
2004.253127957, 1.000849822,
2004.273559850, 1.000959591,
2004.293991642, 1.001120747,
2004.314423334, 1.001113594,
2004.334855226, 1.000929793,
2004.355287017, 1.001025729,
2004.375718908, 1.001063841,
2004.396150599, 1.001165247,
2004.416582390, 1.001148198,
2004.437014281, 1.001028046,
2004.457445971, 1.001051376,
2004.477877761, 1.000872020,
2004.498309651, 1.000783109,
2004.580036709, 1.000958922,
2004.600468497, 1.001041993,
2004.620900386, 1.001223740,
2004.641332174, 1.000957386,
2004.661763862, 1.000978362,
2004.682195750, 1.000854701,
2004.702627538, 1.000700803,
2004.723059325, 1.000816450,
2004.743491112, 1.001082546,
2004.763922899, 1.000844622,
2004.825218259, 1.000737423,
2004.845650045, 1.001062687,
2004.866081830, 1.001168819,
2004.886513616, 1.001059803,
2004.927377187, 1.001072043,
2004.947808972, 1.000926548,
2004.968240756, 1.000849519,
2004.988672541, 1.001069458,
2005.009104325, 1.001122188,
2005.029536109, 1.001080159,
2005.049967893, 1.001095185,
2005.070399776, 1.000907823,
2005.090831459, 1.001125803,
2005.111263243, 1.001037518,
2005.131695125, 1.001164822,
2005.152126908, 1.001190444,
2005.172558590, 1.001001166,
2005.192990473, 1.000748775,
2005.213422255, 1.000931218,
2005.233853936, 1.000956823,
2005.254285818, 1.001185073,
2005.295149280, 1.001053117,
2005.315581161, 1.000989903,
2005.336012942, 1.001062050,
2005.356444622, 1.001088389,
2005.376876503, 1.001023068,
2005.397308283, 1.000905484,
2005.417740162, 1.000863230,
2005.438171842, 1.001067978,
2005.458603621, 1.001084775,
2005.479035500, 1.001114906,
2005.499467179, 1.001047642,
2005.519898958, 1.001161280,
2005.540330836, 1.000977137,
2005.560762514, 1.001138558,
2005.581194293, 1.001080432,
2005.601626170, 1.001117773,
2005.622057848, 1.001062483,
2005.642489625, 1.001165921,
2005.662921402, 1.000897631,
2005.703784956, 1.001129859,
2005.724216832, 1.001110952,
2005.744648509, 1.000949127,
2005.805943836, 1.001177468,
2005.826375711, 1.001077109,
2005.846807487, 1.001205466,
2005.867239161, 1.000976000,
2005.887671036, 1.001230925,
2005.908102811, 1.001096744,
2005.928534485, 1.000902302,
2005.948966359, 1.001207087,
2005.969398133, 1.001114778,
2005.989829907, 1.001136906,
2006.010261680, 1.000946900,
2006.030693453, 1.001297178,
2006.051125226, 1.001323815,
2006.071556999, 1.001281248,
2006.091988772, 1.001218091,
2006.112420644, 1.001139545,
2006.132852316, 1.001117298,
2006.153284088, 1.001239159,
2006.173715960, 1.001238179,
2006.194147731, 1.001293908,
2006.214579403, 1.001227259,
2006.235011274, 1.001239386,
2006.255443045, 1.001251372,
2006.275874715, 1.001294048,
2006.296306586, 1.001238151,
2006.316738356, 1.000966246,
2006.337170026, 1.001137537,
2006.357601896, 1.001281304,
2006.378033565, 1.001128742,
2006.398465335, 1.001252709,
2006.418897204, 1.001167071,
2006.439328873, 1.001236503,
2006.459760742, 1.001192609,
2006.480192510, 1.001003481,
2006.541487815, 1.001133642,
2006.561919582, 1.001413233,
2006.582351350, 1.001314437,
2006.602783117, 1.001376123,
2006.623214884, 1.000998379,
2006.643646751, 1.001000103,
2006.664078418, 1.000854510,
2006.684510184, 1.000948345,
2006.704942050, 1.001100328,
2006.725373716, 1.001123092,
2006.745805482, 1.001081886,
2006.766237348, 1.001244177,
2006.786669013, 1.001155726,
2006.807100879, 1.000837696,
2006.827532643, 1.001064193,
2006.847964308, 1.001003476,
2006.868396173, 1.001058804,
2006.888827937, 1.001145479,
2006.909259601, 1.000784024,
2006.929691465, 1.000792480,
2007.031850282, 1.001048816,
2007.052282045, 1.001125502,
2007.072713807, 1.001136806,
2007.093145570, 1.001206117,
2007.134009094, 1.001052484,
2007.154440855, 1.000934045,
2007.174872617, 1.001233837,
2007.195304378, 1.001247529,
2007.215736239, 1.001259407,
2007.236167900, 1.001221148,
2007.256599661, 1.001231661,
2007.277031521, 1.001193742,
2007.297463182, 1.001276746,
2007.317894942, 1.001029008,
2007.338326801, 1.000991361,
2007.358758461, 1.001064176,
2007.379190221, 1.001000710,
2007.399622080, 1.001150159,
2007.420053739, 1.001282717,
2007.522212631, 1.001191489,
2007.542644389, 1.001020924,
2007.563076147, 1.001134824,
2007.583507904, 1.001199878,
2007.603939662, 1.001305623,
2007.624371519, 1.001037648,
2007.644803176, 1.001219458,
2007.665234932, 1.001201207,
2007.685666789, 1.001086410,
2007.706098445, 1.001147228,
2007.726530201, 1.001117063,
2007.746961957, 1.001234480,
2007.767393712, 1.001119025,
2007.787825568, 1.001226287,
2007.808257323, 1.001222806,
2007.828688978, 1.001290665,
2007.849120833, 1.001293753,
2007.869552488, 1.001216225,
2007.889984243, 1.001157477,
2007.910416097, 1.001343080,
2007.930847751, 1.001298018,
2007.951279505, 1.001090795,
2007.971711359, 1.001096073,
2007.992143012, 1.001277359,
2008.012574765, 1.001149268,
2008.033006618, 1.001017166,
2008.053438371, 1.001128698,
2008.073870024, 1.001160613,
2008.094301876, 1.001305702,
2008.114733629, 1.001131951,
2008.135165381, 1.001144073,
2008.155597133, 1.001249687,
2008.176028885, 1.001059389,
2008.196460736, 1.001066656,
2008.257755990, 1.001108876,
2008.278187641, 1.001237084,
2008.298619391, 1.001256522,
2008.319051242, 1.001240885,
2008.339482892, 1.001198412,
2008.359914642, 1.001255435,
2008.380346492, 1.001271444,
2008.400778141, 1.001113891,
2008.421209891, 1.001221014,
2008.441641740, 1.001284215,
2008.523368735, 1.001161741,
2008.543800484, 1.001114317,
2008.564232232, 1.001181441,
2008.584663880, 1.001043811,
2008.605095727, 1.001272033,
2008.625527475, 1.001194959,
2008.645959122, 1.001127598,
2008.666390969, 1.001355799,
2008.686822716, 1.000904004,
2008.707254363, 1.000911313,
2008.727686210, 1.001192249,
2008.748117956, 1.000788965,
2008.768549802, 1.001187431,
2008.788981448, 1.001061703,
2008.809413194, 1.001162379,
2008.829845040, 1.001081526,
2008.850276685, 1.001154157,
2008.870708431, 1.001061388,
2008.891140276, 1.001160856,
2008.911571921, 1.001296362,
2008.932003665, 1.001096864,
2008.952435510, 1.001026188,
2008.972867154, 1.001045288,
2008.993298898, 1.000862964,
2009.013730742, 1.000933934,
2009.034162486, 1.001202980,
2009.054594130, 1.001220632,
2009.075025973, 1.000849443,
2009.095457716, 1.000890596,
2009.115889459, 1.000957421,
2009.136321202, 1.000990024,
2009.156752945, 1.000938063,
2009.238479914, 1.001054349,
2009.258911656, 1.001078277,
2009.279343297, 1.001147500,
2009.299775139, 1.001082471,
2009.320206880, 1.001107692,
2009.340638521, 1.001181872,
2009.361070362, 1.001132557,
2009.381502102, 1.001055053,
2009.401933943, 1.001216871,
2009.422365583, 1.001318991,
2009.442797323, 1.000989069,
2009.463229163, 1.001145594,
2009.483660803, 1.000950593,
2009.504092543, 1.001019563,
2009.524524382, 1.001216356,
2009.544956121, 1.001285929,
2009.565387760, 1.000989208,
2009.585819599, 1.001072471,
2009.606251338, 1.001255365,
2009.626682976, 1.001114242,
2009.647114815, 1.001041702,
2009.667546553, 1.001095359,
2009.687978191, 1.000961892,
2009.708410029, 1.001154882,
2009.728841766, 1.001102780,
2009.749273604, 1.001103313,
2009.769705241, 1.000902576,
2009.790136978, 1.001090730,
2009.810568815, 1.001000401,
2009.831000452, 1.000937304,
2009.871863924, 1.001254822,
2009.892295661, 1.001007675,
2009.912727397, 1.001175717,
2009.974022604, 1.001267448,
2009.994454339, 1.001318617,
2010.014886074, 1.001106959,
2010.035317809, 1.001188413,
2010.055749544, 1.001279709,
2010.076181278, 1.001207269,
2010.096613113, 1.001293356,
2010.117044847, 1.001294925,
2010.137476481, 1.001288933,
2010.157908315, 1.001243245,
2010.178340049, 1.001195976,
2010.198771682, 1.001326114,
2010.219203516, 1.001316805,
2010.239635249, 1.001228570,
2010.260066882, 1.001160883,
2010.280498715, 1.001156997,
2010.300930447, 1.001362011,
2010.321362080, 1.001317052,
2010.341793912, 1.001258154,
2010.362225645, 1.001358283,
2010.382657477, 1.001197652,
2010.403089108, 1.001245058,
2010.464384303, 1.001360803,
2010.484816034, 1.001131273,
2010.505247865, 1.001045428,
2010.525679596, 1.001085051,
2010.546111226, 1.000060200,
2010.566543057, 0.999689261,
2010.586974787, 0.999570653,
2010.607406417, 0.999536552,
2010.627838247, 1.000408481,
2010.648269977, 1.001135218,
2010.668701607, 1.001340749,
2010.689133436, 1.001105570,
2010.709565065, 1.001227204,
2010.729996894, 1.001172560,
2010.750428623, 1.001153700,
2010.770860252, 1.001295249,
2010.791292081, 1.001228683,
2010.811723809, 1.001329107,
2010.832155437, 1.001101029,
2010.852587266, 1.001098759,
2010.873018993, 1.000886970,
2010.893450621, 1.000995038,
2010.913882449, 1.001188129,
2010.934314176, 1.001184546,
2010.954745903, 1.001140761,
2010.975177631, 1.001177770,
2010.995609357, 1.001022952,
2011.016041184, 1.000994946,
2011.036472911, 1.001234500,
2011.056904537, 1.001066723,
2011.077336364, 1.001035953,
2011.097768090, 1.001142150,
2011.118199716, 1.000950383,
2011.138631541, 1.001039710,
2011.179494892, 1.001180960,
2011.199926718, 1.001160338,
2011.220358443, 1.001230584,
2011.240790068, 1.000995298,
2011.261221893, 1.001156045,
2011.281653617, 1.001027592,
2011.302085242, 1.001182423,
2011.322517066, 1.001316240,
2011.342948790, 1.001013750,
2011.363380514, 1.001022399,
2011.445107408, 1.001333575,
2011.465539131, 1.001220475,
2011.485970855, 1.001212154,
2011.506402577, 1.001234004,
2011.526834300, 1.001131595,
2011.547266123, 1.001067680,
2011.567697745, 1.001095851,
2011.588129467, 1.001315294,
2011.608561289, 1.001103898,
2011.628992911, 1.001352310,
2011.649424733, 1.001109132,
2011.669856454, 1.001101342,
2011.690288076, 1.001121543,
2011.710719897, 1.001342939,
2011.731151618, 1.001230270,
2011.751583239, 1.001108605,
2011.772015060, 1.001161663,
2011.792446780, 1.001170921,
2011.812878401, 1.001192629,
2011.833310221, 1.001200608,
2011.853741941, 1.001286789,
2011.874173661, 1.001244058,
2011.894605381, 1.001221280,
2011.915037101, 1.001247752,
2011.935468920, 1.001364403,
2011.955900540, 1.001392701,
2011.996764078, 1.001412568,
2012.017195797, 1.001325395,
2012.037627415, 1.001169664,
2012.058059234, 1.001405800,
2012.078490852, 1.001309620,
2012.098922571, 1.001361139,
2012.119354389, 1.001420898,
2012.139786007, 1.001441539,
2012.160217725, 1.001495786,
2012.180649542, 1.001504192,
2012.201081160, 1.001279716,
2012.221512877, 1.001113431,
2012.241944694, 1.001309433,
2012.262376311, 1.001464753,
2012.282808128, 1.001329341,
2012.303239845, 1.001697414,
2012.323671462, 1.001407665,
2012.344103278, 1.001436116,
2012.364534994, 1.001619454,
2012.425830142, 1.001155813,
2012.446261858, 1.001046864,
2012.466693573, 1.001102825,
2012.487125289, 1.001213234,
2012.507557004, 1.001182501,
2012.527988719, 1.001109865,
2012.548420434, 1.001166591,
2012.568852249, 1.001271218,
2012.589283963, 1.000939278,
2012.609715578, 1.000944764,
2012.630147392, 1.000981663,
2012.650579106, 1.000935573,
2012.671010720, 1.000954037,
2012.691442534, 1.001153219,
2012.711874248, 1.001004860,
2012.732305861, 1.001149566,
2012.752737675, 1.001367580,
2012.773169388, 1.000749013,
2012.793601001, 1.000944809,
2012.814032814, 1.000805853,
2012.834464527, 1.000861494,
2012.916191377, 1.001110141,
2012.936623089, 1.001140164,
2012.957054801, 1.001104761,
2012.997918224, 1.001043333,
2013.018349936, 1.001173601,
2013.038781647, 1.001437576,
2013.059213358, 1.001142628,
2013.079645069, 1.001065694,
2013.100076880, 1.000947831,
2013.120508491, 1.000858216,
2013.161372012, 1.001082422,
2013.181803622, 1.000978273,
2013.202235432, 1.000925665,
2013.222667143, 1.001143622,
2013.243098752, 1.001146129,
2013.263530562, 1.000992391,
2013.283962272, 1.000794851,
2013.304393881, 1.000942023,
2013.324825691, 1.001028509,
2013.345257400, 1.001145865,
2013.365689009, 1.001122526,
2013.386120818, 1.001034107,
2013.406552527, 1.001046538,
2013.426984235, 1.001026243,
2013.447415944, 1.001038963,
2013.467847652, 1.001104205,
2013.488279360, 1.000953461,
2013.508711068, 1.000902931,
2013.529142776, 1.001097660,
2013.549574484, 1.001102620,
2013.570006192, 1.001063825,
2013.590437899, 1.001060522,
2013.631301314, 1.001015002,
2013.651733021, 1.000925268,
2013.672164828, 1.000950763,
2013.692596435, 1.000812387,
2013.713028141, 1.000962370,
2013.733459948, 1.001030161,
2013.753891554, 1.000886826,
2013.774323360, 1.000722484,
2013.794755067, 1.000708331,
2013.815186672, 1.000750878,
2013.896913595, 1.000954018,
2013.917345300, 1.001195161,
2013.937777005, 1.000921754,
2013.958208710, 1.001009717,
2013.978640415, 1.001085623,
2013.999072120, 1.000891590,
2014.019503825, 1.001019922,
2014.039935529, 1.001182460,
2014.060367334, 1.001009984,
2014.080799038, 1.000995047,
2014.101230642, 1.001043594,
2014.121662446, 1.000850700,
2014.142094149, 1.001138004,
2014.162525753, 1.001038070,
2014.182957557, 1.000838290,
2014.203389260, 1.001222135,
2014.223820863, 1.000979393,
2014.244252666, 1.000956438,
2014.264684269, 1.001034761,
2014.285115972, 1.000857245,
2014.305547775, 1.000853392,
2014.325979377, 1.000974772,
2014.346411180, 1.000976262,
2014.366842882, 1.001048855,
2014.387274485, 1.000892007,
2014.407706287, 1.000945422,
2014.428137988, 1.000953756,
2014.448569690, 1.001131294,
2014.469001392, 1.001137946,
2014.489433093, 1.000887558,
2014.509864795, 1.001097962,
2014.530296496, 1.001106917,
2014.550728197, 1.000938697,
2014.571159898, 1.001152791,
2014.591591699, 1.001177836,
2014.612023300, 1.001265476,
2014.632455101, 1.001545918,
2014.652886801, 1.001419043,
2014.673318401, 1.001274266,
2014.693750202, 1.001301551,
2014.714181902, 1.001217724,
2014.734613502, 1.001356680,
2014.755045302, 1.001502058,
2014.775477001, 1.001097803,
2014.795908601, 1.001352449,
2014.816340400, 1.001127263,
2014.877635498, 1.000994712,
2014.898067197, 1.000884399,
2014.918498896, 1.000902045,
2014.938930595, 1.000971397,
2014.959362293, 1.000971187,
2014.979793992, 1.000762634,
2017.860662908, 1.000810496,
2017.881094691, 1.000963581,
2017.901526273, 1.001153108,
2017.921957955, 1.000971496,
2017.942389738, 1.000936456,
2017.962821320, 1.000982272,
2018.003684784, 1.000957935,
2018.024116366, 1.001259143,
2018.044548048, 1.000868986,
2018.064979830, 1.000722268,
2018.085411411, 1.000919067,
2018.105843193, 1.000757783,
2018.126274874, 1.000901736,
2018.146706556, 1.000927064,
2018.167138237, 1.000919384,
2018.187569918, 1.001047290,
2018.208001599, 1.001076920,
2018.228433280, 1.000566092,
2018.248864961, 1.000866152,
2018.269296642, 1.000700303,
2018.289728423, 1.000882454,
2018.310160003, 1.001035714,
2018.330591684, 1.000627909,
2018.351023464, 1.000865453,
2018.371455045, 1.000836113,
2018.391886825, 1.000768723,
2018.412318505, 1.000925499,
2018.432750085, 1.000657061,
2018.453181865, 1.000887495,
2018.473613545, 1.000804605,
2018.494045125, 1.000998935,
2018.514476905, 1.000835830,
2018.534908484, 1.000802062,
2018.555340164, 1.000594278,
2018.575771943, 1.000748382,
2018.596203523, 1.000872841,
2018.616635302, 1.000680813,
2018.637066981, 1.000831887,
2018.657498660, 1.000709216,
2018.677930339, 1.000729061,
2018.698362018, 1.000730440,
2018.718793697, 1.000334047,
2018.739225376, 1.000429914,
2018.820952090, 1.000918376,
2018.841383868, 1.000562747,
2018.861815546, 1.003516872,
2018.882247124, 1.000789473,
2018.902678902, 1.000753252,
2018.943542158, 1.000685041,
2018.963973936, 1.000721045,
2018.984405614, 1.000835283,
2019.004837191, 1.000741569,
2019.025268969, 1.000654914,
2019.045700646, 1.000708122,
2019.066132223, 1.000615250,
2019.086564001, 1.000766591,
2019.106995678, 1.000607644,
2019.127427355, 1.000767762,
2019.147859032, 1.000789924,
2019.168290709, 1.000695139,
2019.188722386, 1.000773005,
2019.209154062, 1.000613613,
2019.229585739, 1.000555829,
2019.250017416, 1.000789426,
2019.270449092, 1.000646558,
2019.290880769, 1.000565688,
2019.311312445, 1.000456990,
2019.331744121, 1.000587628,
2019.352175898, 1.000659713,
2019.372607574, 1.000651429,
2019.393039150, 1.000435035,
2019.413470926, 1.000657942,
2019.433902601, 1.000554601,
2019.454334177, 1.000446843,
2019.474765953, 1.000611298,
2019.495197629, 1.000341966,
2019.515629204, 1.000350040,
2019.536060979, 1.000602883,
2019.556492655, 1.000426288,
2019.576924230, 1.000545091,
2019.597356005, 1.000456245,
2019.617787680, 1.000299747,
2019.638219455, 1.000429590,
2019.658651030, 1.000375255,
2019.679082705, 1.000160571,
2019.699514480, 1.000385314,
2019.719946055, 1.000292149,
2019.781241179, 1.000500874,
2019.801672753, 1.000417897,
2019.822104527, 1.000531144,
2019.842536202, 1.000480032,
2019.862967876, 1.000528077,
2019.883399550, 1.000444127,
2019.903831124, 1.000472922,
2019.924262898, 1.000368345,
2019.944694572, 1.000641851,
2019.965126146, 1.000515270,
2019.985557919, 1.000443478,
2020.005989593, 1.000117349,
2020.026421167, 1.000488188,
2020.046852940, 1.000233208,
2020.067284614, 1.000389161,
2020.087716187, 1.000470509,
2020.108147960, 1.000431390,
2020.128579633, 1.000457444,
2020.149011407, 1.000159780,
2020.169442980, 1.000334714,
2020.189874653, 1.000345100,
2020.210306426, 1.000376696,
2020.230737998, 1.000397816,
2020.251169671, 1.000128907,
2020.271601444, 1.000107429,
2020.292033116, 1.000286193,
2020.312464689, 1.000286395,
2020.332896461, 1.000508551,
2020.353328134, 1.000395105,
2020.373759806, 1.000141541,
2020.394191479, 1.000359895,
2020.414623151, 1.000530681,
2020.435054923, 1.000438352,
2020.455486495, 1.000261193,
2020.475918167, 1.000249618,
2020.496349839, 1.000148463,
2020.516781511, 1.000272251,
2020.537213182, 1.000331246,
2020.557644854, 1.000212329,
2020.578076526, 0.999977303,
2020.598508197, 0.999123119,
2020.618939869, 0.998782528,
2020.639371540, 0.998695358,
2020.659803311, 0.998794451,
2020.680234883, 0.999364392,
2020.700666554, 1.000230669,
2020.721098325, 1.000314438,
2020.741529896, 1.000190356,
2020.761961567, 0.999954667,
2020.782393338, 1.000102918,
2020.802825009, 1.000207190,
2020.823256580, 1.000137243,
2020.843688351, 1.000050458,
2020.864120021, 1.000236599,
2020.884551692, 1.000137729,
2020.904983362, 1.000346148,
2020.925415033, 1.000090942,
2020.945846703, 1.000164567,
2020.966278374, 1.000166336,
2020.986710044, 1.000084637,
2021.007141814, 1.000141906,
2021.027573384, 1.000051585,
2021.048005054, 1.000092238,
2021.068436824, 1.000202667,
2021.088868394, 1.000146147,
2021.109300064, 1.000179121,
2021.129731834, 1.000080710,
2021.150163404, 1.000005757,
2021.170595173, 0.999992168,
2021.191026843, 1.000083168,
2021.211458413, 1.000186818,
2021.231890182, 1.000088001,
2021.252321852, 1.000013231,
2021.272753421, 1.000116134,
2021.293185190, 1.000050655,
2021.313616760, 1.000235206,
2021.334048429, 1.000292024,
2021.354480198, 1.000006720,
2021.374911867, 1.000028564,
2021.395343536, 1.000066994,
2021.415775205, 0.999953969,
2021.436206874, 1.000126379,
2021.456638543, 1.000075281,
2021.477070211, 0.999910057,
2021.497501880, 1.000045939,
2021.517933649, 1.000072374,
2021.538365217, 1.000017864,
2021.558796886, 1.000059760,
2021.579228654, 0.999888954,
2021.599660223, 1.000059376,
2021.620091991, 1.000031459,
2021.640523659, 0.999978758,
2021.660955228, 1.000015244,
2021.681386996, 0.999945595,
2021.722250232, 1.000025697,
2021.742682000, 0.999947608,
2021.763113668, 1.000216651,
2021.783545236, 1.000049975,
2021.803977004, 0.999879110,
2021.824408671, 0.999821865,
2021.844840339, 0.999864958,
2021.865272007, 0.999917482,
2021.885703674, 1.000022604,
2021.906135342, 0.999951497,
2021.926567009, 0.999861633,
2021.946998677, 1.000129249,
2021.967430344, 0.999775651,
2021.987862011, 1.000025103,
2022.008293679, 1.000033778,
2022.028725446, 0.999980691,
2022.049157013, 1.000010021,
2022.069588680, 0.999907329,
2022.090020447, 0.999812004,
2022.110452014, 1.000027003,
2022.130883781, 1.000028500,
2022.151315448, 0.999921283,
2022.171747015, 1.000020916,
2022.192178782, 0.999890142,
2022.212610448, 1.000102644,
2022.233042015, 0.999941381,
2022.253473782, 1.000120008,
2022.273905448, 1.000103065,
2022.294337015, 1.000065523,
2022.314768781, 0.999992384,
2022.335200447, 0.999857730,
2022.355632214, 0.999973212,
2022.376063780, 0.999978172,
2022.396495446, 0.999953967,
2022.416927213, 1.000052842,
2022.478222211, 0.999698477,
2022.498653877, 0.999649247,
2022.519085443, 0.999804799,
2022.539517209, 0.999897519,
