BJD - 2454833, Corrected Flux
2044.871349271, 1.000641659,
2044.891780906, 1.000755887,
2044.912212642, 1.000696200,
2044.932644477, 1.000776875,
2044.953076113, 1.000749766,
2044.973507948, 1.000807418,
2045.034803157, 1.000623226,
2045.055234893, 1.000681435,
2045.075666530, 1.000743958,
2045.096098366, 1.000893124,
2045.116530003, 1.000642684,
2045.136961841, 1.000736975,
2045.157393578, 1.000728486,
2045.177825215, 1.000735860,
2045.198257053, 1.000680448,
2045.218688791, 1.000686848,
2045.279984006, 1.000936687,
2045.300415844, 1.001675660,
2045.320847583, 1.000991424,
2045.341279222, 1.000770515,
2045.361711061, 1.000781795,
2045.382142800, 1.000936910,
2045.402574440, 1.000725499,
2045.423006279, 1.001003235,
2045.443438019, 1.000625641,
2045.463869659, 1.000743205,
2045.525165080, 1.000878561,
2045.545596721, 1.000817076,
2045.566028462, 1.000766835,
2045.586460303, 1.000740521,
2045.606891944, 1.001031725,
2045.627323686, 1.000933884,
2045.647755527, 1.001102891,
2045.668187169, 1.000764371,
2045.688619011, 1.000831387,
2045.709050754, 1.000995645,
2045.729482396, 1.001123003,
2045.749914238, 1.000983419,
2045.770345881, 1.000895747,
2045.790777624, 1.000741718,
2045.811209467, 1.000676923,
2045.831641211, 1.000726203,
2045.852072954, 1.000847970,
2045.872504698, 1.000754925,
2045.892936442, 1.000718368,
2045.913368186, 1.000739094,
2045.933799930, 1.000730713,
2045.954231674, 1.000817925,
2046.015527009, 1.000882996,
2046.035958754, 1.000873616,
2046.056390399, 1.000888920,
2046.076822245, 1.000780293,
2046.097253990, 1.000849870,
2046.117685636, 1.000867439,
2046.138117482, 1.000769807,
2046.158549229, 1.000820259,
2046.178980875, 1.000908208,
2046.199412722, 1.000791334,
2046.260707963, 1.000756724,
2046.281139710, 1.000704696,
2046.301571558, 1.000920596,
2046.322003205, 1.000929909,
2046.342434953, 1.000778506,
2046.362866702, 1.000730831,
2046.383298450, 1.000879495,
2046.403730298, 1.000806390,
2046.424161947, 1.000734159,
2046.444593696, 1.000749366,
2046.485457195, 1.000959009,
2046.505888944, 1.000978851,
2046.526320794, 1.000942975,
2046.546752544, 1.000756486,
2046.567184294, 1.000796353,
2046.587616044, 1.000902131,
2046.628479545, 1.000837100,
2046.648911296, 1.000893835,
2046.669343047, 1.000688503,
2046.689774898, 1.001036064,
2046.730638301, 1.000896285,
2046.751070153, 1.000908025,
2046.771501805, 1.000951277,
2046.791933657, 1.000857493,
2046.812365409, 1.000958567,
2046.832797062, 1.000906088,
2046.853228915, 1.000918529,
2046.873660668, 1.000822605,
2046.894092321, 1.000885225,
2046.914524174, 1.000770274,
2046.934955928, 1.000882721,
2046.996251189, 1.000903765,
2047.016682944, 1.000913693,
2047.037114698, 1.001008803,
2047.057546453, 1.000946635,
2047.077978208, 1.000954989,
2047.098409963, 1.000829395,
2047.118841818, 1.000953568,
2047.139273474, 1.000804575,
2047.159705229, 1.000882458,
2047.180137085, 1.000810845,
2047.241432354, 1.000855115,
2047.261864111, 1.000658051,
2047.282295768, 1.000842554,
2047.302727625, 1.000836926,
2047.323159382, 1.000841197,
2047.343591239, 1.001012175,
2047.364022897, 1.000743621,
2047.384454655, 1.000828525,
2047.404886513, 1.000789009,
2047.425318171, 1.000849461,
2047.486613447, 1.000852547,
2047.507045307, 1.000710568,
2047.527477066, 1.000940535,
2047.547908725, 1.001241390,
2047.568340585, 1.001014489,
2047.588772345, 1.000913366,
2047.609204005, 1.000843718,
2047.629635865, 1.000732275,
2047.650067626, 1.000816790,
2047.670499386, 1.000909570,
2047.690931147, 1.000973025,
2047.711362908, 1.000924637,
2047.731794770, 1.000845624,
2047.752226431, 1.000703158,
2047.772658193, 1.000678909,
2047.793089955, 1.000717316,
2047.813521717, 1.000801515,
2047.833953479, 1.000952709,
2047.854385342, 1.000722141,
2047.874817004, 1.000770351,
2047.895248867, 1.000905986,
2047.915680630, 1.000910766,
2047.976975921, 1.000589352,
2047.997407585, 1.000810497,
2048.017839449, 1.000886259,
2048.038271214, 1.000766533,
2048.058703078, 1.000848243,
2048.079134743, 1.000703806,
2048.099566508, 1.000769755,
2048.119998373, 1.000730769,
2048.160861804, 1.000926697,
2048.181293670, 1.000893645,
2048.201725336, 1.000778482,
2048.222157202, 1.000789068,
2048.242588968, 1.000701185,
2048.263020635, 1.000774713,
2048.283452502, 1.000669480,
2048.303884269, 1.000936516,
2048.324316036, 1.000751840,
2048.344747804, 1.000680846,
2048.365179571, 1.000827713,
2048.385611239, 1.000783248,
2048.406043107, 1.000727073,
2048.467338413, 1.000692623,
2048.487770182, 1.000718559,
2048.508202051, 1.000740316,
2048.528633720, 1.000792316,
2048.549065490, 1.000750415,
2048.569497359, 1.000713420,
2048.589929030, 1.000758954,
2048.610360900, 1.000818304,
2048.630792670, 1.000830385,
2048.651224341, 1.000794229,
2048.712519654, 1.000634247,
2048.732951525, 1.000723319,
2048.753383297, 1.000821499,
2048.773815169, 1.000672579,
2048.794246841, 1.000789558,
2048.814678613, 1.000678194,
2048.835110486, 1.000749618,
2048.855542159, 1.000760444,
2048.875973932, 1.000758016,
2048.896405805, 1.000801692,
2048.916837478, 1.000764425,
2048.937269252, 1.000691321,
2048.957701125, 1.000786607,
2048.978132899, 1.000761483,
2048.998564674, 1.000717535,
2049.018996448, 1.000656963,
2049.039428223, 1.000642842,
2049.059859998, 1.000682961,
2049.080291773, 1.000660516,
2049.100723548, 1.000711676,
2049.121155324, 1.000672272,
2049.141587099, 1.000724792,
2049.202882428, 1.000946857,
2049.223314305, 1.001036005,
2049.243745982, 1.000420547,
2049.264177759, 1.000516083,
2049.284609636, 1.000670661,
2049.305041313, 1.000639935,
2049.325473091, 1.000756955,
2049.345904969, 1.000818370,
2049.366336647, 1.000464915,
2049.386768526, 1.000859948,
2049.407200304, 1.000590875,
2049.427631983, 1.000765231,
2049.448063862, 1.000815650,
2049.468495641, 1.000718433,
2049.488927421, 1.000598941,
2049.509359200, 1.000653334,
2049.529790980, 1.000741383,
2049.550222860, 1.000732382,
2049.570654541, 1.000885171,
2049.591086321, 1.000684256,
2049.611518202, 1.000774039,
2049.631949883, 1.000587673,
2049.672813546, 1.000670605,
2049.693245327, 1.000703964,
2049.713677109, 1.000484663,
2049.734108891, 1.000718999,
2049.754540574, 1.000758521,
2049.774972456, 1.000460383,
2049.795404239, 1.000569732,
2049.815835922, 1.000572545,
2049.836267805, 1.000638428,
2049.856699589, 1.000575372,
2049.877131272, 1.000779759,
2049.917994940, 1.000598218,
2049.938426825, 1.000614016,
2049.958858509, 1.000696315,
2049.979290294, 1.000583473,
2049.999722179, 1.000748753,
2050.020153864, 1.000655149,
2050.040585650, 1.000614834,
2050.061017536, 1.000630577,
2050.081449221, 1.000548268,
2050.101881108, 1.000674702,
2050.122312894, 1.000720991,
2050.163176467, 1.000694366,
2050.183608254, 1.000540737,
2050.204040042, 1.000496932,
2050.224471829, 1.000540885,
2050.244903617, 1.000557162,
2050.265335505, 1.000580688,
2050.285767193, 1.000525676,
2050.326630870, 1.000633531,
2050.347062659, 1.000625393,
2050.367494348, 1.000669502,
2050.408357927, 1.000596025,
2050.428789717, 1.000646384,
2050.449221607, 1.000676562,
2050.469653297, 1.000520403,
2050.490085187, 1.000560983,
2050.510516978, 1.000595539,
2050.530948669, 1.000639806,
2050.551380560, 1.000663662,
2050.571812352, 1.000697323,
2050.592244043, 1.000643276,
2050.612675935, 1.000715574,
2050.653539619, 1.000657111,
2050.673971312, 1.000630956,
2050.694403105, 1.000713885,
2050.714834998, 1.000746758,
2050.735266691, 1.000690889,
2050.755698484, 0.999603662,
2050.776130378, 0.999308388,
2050.796562072, 0.999225468,
2050.816993966, 0.999337515,
2050.837425761, 0.999544530,
2050.857857555, 1.000504928,
2050.919152941, 1.001145402,
2050.939584736, 1.000697262,
2050.960016532, 1.000786321,
2050.980448328, 1.001006412,
2051.000880224, 1.000709923,
2051.021311921, 1.000674812,
2051.041743817, 1.000523744,
2051.062175514, 1.000754139,
2051.082607312, 1.000455794,
2051.103039209, 1.000592898,
2051.143902705, 1.000687983,
2051.164334603, 1.000669971,
2051.184766301, 1.001010457,
2051.205198200, 1.000749234,
2051.225629999, 1.000865292,
2051.246061698, 1.000461375,
2051.266493597, 1.000456861,
2051.286925397, 1.000596985,
2051.307357096, 1.000732337,
2051.327788996, 1.000507757,
2051.348220797, 1.000786922,
2051.368652697, 1.000641897,
2051.389084398, 1.000494491,
2051.409516199, 1.000775524,
2051.429948100, 1.000720751,
2051.450379802, 1.000548128,
2051.470811603, 1.000685185,
2051.491243505, 1.000762229,
2051.511675308, 1.000563843,
2051.532107010, 1.000554503,
2051.552538913, 1.000689334,
2051.572970716, 1.000659566,
2051.593402519, 1.000514026,
2051.634266126, 1.000803970,
2051.654697929, 1.000835000,
2051.675129734, 1.000512494,
2051.695561538, 1.000506340,
2051.715993343, 1.000585710,
2051.736425147, 1.000705827,
2051.756857052, 1.000572284,
2051.777288758, 1.000689699,
2051.797720563, 1.000489665,
2051.818152469, 1.000618314,
2051.838584175, 1.000827820,
2051.879447888, 1.000652858,
2051.899879595, 1.000857661,
2051.920311502, 1.000670693,
2051.940743309, 1.000518619,
2051.961175016, 1.000746903,
2051.981606924, 1.000663291,
2052.002038732, 1.000549338,
2052.022470440, 1.000668546,
2052.042902349, 1.000735662,
2052.063334158, 1.000708095,
2052.083766067, 1.000628635,
2052.124629585, 1.000580342,
2052.145061495, 1.000647619,
2052.165493305, 1.000658412,
2052.185925015, 1.000638659,
2052.206356925, 1.000784443,
2052.226788736, 1.000635298,
2052.247220447, 1.000726522,
2052.288084170, 1.000666280,
2052.308516081, 1.000645633,
2052.328947793, 1.000708438,
2052.369811518, 1.000587876,
2052.390243230, 1.000703142,
2052.410675043, 1.000788489,
2052.431106856, 1.000636365,
2052.451538670, 1.000932445,
2052.471970583, 1.000717443,
2052.492402297, 1.000825126,
2052.512834111, 1.000812643,
2052.533266026, 1.000761881,
2052.553697740, 1.000800841,
2052.574129555, 1.000788888,
2052.614993186, 1.000785079,
2052.635425101, 1.000772154,
2052.655856917, 1.000845681,
2052.676288634, 1.000773352,
2052.696720550, 1.000812300,
2052.717152367, 1.000826691,
2052.737584183, 1.000857348,
2052.758016001, 1.000807614,
2052.778447818, 1.000846822,
2052.798879636, 1.000833067,
2052.819311453, 1.000888953,
2052.860175190, 1.000797205,
2052.880607009, 1.000929092,
2052.901038728, 1.000892634,
2052.921470647, 1.000976989,
2052.941902466, 1.000792984,
2052.962334186, 1.000821770,
2052.982766106, 1.000845816,
2053.003197926, 1.001112605,
2053.023629846, 1.000882409,
2053.044061567, 1.000806456,
2053.064493388, 1.000942355,
2053.146220674, 1.000697012,
2053.166652496, 1.000249796,
2053.187084419, 1.000211179,
2053.207516141, 0.999993743,
2053.227947964, 1.000049647,
2053.248379888, 1.000106458,
2053.268811611, 1.000315335,
2053.289243435, 1.000816895,
2053.309675359, 1.001070020,
2053.350539008, 1.000838785,
2053.370970832, 1.001005804,
2053.391402657, 1.001178142,
2053.411834483, 1.001299198,
2053.432266308, 1.001259452,
2053.452698134, 1.000854772,
2053.473129960, 1.000960580,
2053.493561786, 1.000872441,
2053.513993613, 1.000913819,
2053.534425540, 1.000981499,
2053.554857267, 1.000874350,
2053.595721022, 1.000854288,
2053.616152750, 1.000909284,
2053.636584678, 1.000821160,
2053.657016506, 1.001040674,
2053.677448235, 1.000998848,
2053.697880163, 1.000855898,
2053.718311993, 1.000931949,
2053.738743822, 1.001013095,
2053.759175652, 1.001005715,
2053.779607482, 1.000960200,
2053.800039312, 1.000983931,
2053.840902873, 1.000886167,
2053.861334804, 1.000904989,
2053.881766635, 1.000979127,
2053.902198567, 1.001071268,
2053.922630299, 1.001092379,
2053.943062131, 1.001048477,
2053.963494063, 1.000790845,
2053.983925795, 1.000923544,
2054.004357628, 1.000902186,
2054.024789561, 1.000852840,
2054.045221395, 1.001036011,
2054.086085062, 1.000953728,
2054.106516896, 1.000829228,
2054.126948731, 1.000916275,
2054.147380565, 1.000846066,
2054.167812400, 1.000854234,
2054.188244335, 1.001113565,
2054.208676071, 1.000998454,
2054.229107907, 1.001033415,
2054.249539843, 1.000968715,
2054.269971579, 1.000918780,
2054.290403515, 1.001019735,
2054.331267089, 1.001064699,
2054.351699027, 1.001193840,
2054.372130864, 1.001073982,
2054.392562602, 1.001100227,
2054.412994540, 1.001169983,
2054.433426378, 1.001101047,
2054.474290056, 1.001079975,
2054.494721795, 1.001171368,
2054.515153735, 1.001072236,
2054.535585574, 1.001170853,
2054.596881095, 1.001091352,
2054.617313036, 1.001208724,
2054.637744777, 1.001159092,
2054.658176618, 1.001195930,
2054.678608560, 1.001041671,
2054.699040302, 1.001055275,
2054.719472144, 1.001262555,
2054.739904086, 1.001158749,
2054.760335929, 1.001175547,
2054.780767772, 1.001104556,
2054.821631459, 1.001020444,
2054.842063302, 1.001150786,
2054.862495146, 1.001085131,
2054.882926991, 1.001120207,
2054.903358935, 1.001110528,
2054.923790680, 1.001256628,
2054.944222525, 1.001212002,
2054.964654471, 1.001117275,
2054.985086216, 1.001038721,
2055.005518162, 1.001316423,
2055.025950008, 1.001080263,
2055.087245449, 1.001012024,
2055.107677296, 1.001189754,
2055.128109243, 1.001352939,
2055.148540991, 1.001339673,
2055.168972939, 1.001103568,
2055.189404788, 1.000944889,
2055.209836536, 1.001407345,
2055.230268485, 1.001463503,
2055.250700335, 1.001362806,
2055.271132184, 1.001047453,
2055.291564034, 1.001202158,
2055.311995884, 1.001002693,
2055.332427834, 1.000936268,
2055.352859585, 1.001000964,
2055.373291436, 1.001066528,
2055.393723387, 1.000913306,
2055.414155238, 1.001025561,
2055.434586990, 1.001089249,
2055.455018942, 1.001030482,
2055.475450794, 1.001118146,
2055.495882647, 1.001198426,
2055.516314499, 1.000974265,
2055.557178306, 1.000914436,
2055.577610059, 1.001087196,
2055.598041913, 1.001006226,
2055.618473867, 1.001115503,
2055.638905622, 1.001060282,
2055.659337477, 1.001093291,
2055.679769432, 1.001101132,
2055.700201187, 1.000980302,
2055.720633143, 1.001228409,
2055.741064898, 1.001343765,
2055.761496755, 1.001036082,
2055.802360468, 1.001034895,
2055.822792325, 1.000980518,
2055.843224282, 1.001075375,
2055.863656039, 1.001016851,
2055.884087997, 1.001199960,
2055.904519855, 1.001044561,
2055.924951714, 1.001138052,
2055.945383572, 1.001070278,
2055.965815431, 1.000954087,
2055.986247291, 1.001033795,
2056.006679150, 1.001005418,
2056.067974830, 1.001027425,
2056.088406591, 1.000881377,
2056.108838552, 1.000826363,
2056.129270413, 1.000838741,
2056.149702174, 1.000797964,
2056.170134136, 1.000805039,
2056.190565998, 1.000971552,
2056.210997961, 1.001064875,
2056.231429723, 1.000907905,
2056.251861586, 1.001023745,
2056.272293549, 1.000923849,
2056.292725313, 1.001043735,
2056.313157177, 1.001232720,
2056.333589141, 1.001189211,
2056.354020905, 1.001106643,
2056.374452769, 1.001083933,
2056.394884634, 1.001052563,
2056.415316500, 1.001043650,
2056.435748465, 1.001007430,
2056.456180331, 1.001175110,
2056.476612097, 1.000991034,
2056.497044063, 1.001013190,
2056.537907697, 1.001090766,
2056.558339664, 1.001014732,
2056.578771531, 1.001001505,
2056.599203399, 1.001028346,
2056.619635267, 1.001160094,
2056.640067135, 1.001176970,
2056.660499004, 1.000847036,
2056.680930873, 1.001093773,
2056.701362742, 1.000971742,
2056.721794612, 1.000984404,
2056.742226481, 1.001059957,
2056.783090322, 1.001016487,
2056.803522092, 1.000861570,
2056.823954063, 1.001036906,
2056.844385934, 1.000944941,
2056.864817706, 1.001124399,
2056.885249678, 1.000853809,
2056.905681550, 1.001076090,
2056.926113522, 1.001124007,
2056.946545295, 1.001056251,
2056.966977168, 1.000963344,
2056.987409141, 1.000974682,
2057.028272789, 1.000851839,
2057.048704763, 1.000899192,
2057.069136537, 1.001102341,
2057.089568412, 1.000931030,
2057.110000287, 1.001052208,
2057.130432162, 1.001044136,
2057.150864138, 1.001081795,
2057.171295913, 1.001067021,
2057.191727790, 1.001204844,
2057.212159766, 1.001141035,
2057.232591643, 1.001048315,
2057.293887275, 1.000835071,
2057.314319153, 1.000760786,
2057.334751031, 1.000915307,
